itemid,username,userid,ctime,rating,comment,fakeornot,confidence level
23843981623,lynnanoor,182730908,1704374376,5,Quality:very good Appearance:very good Performance:very good  Bought 2 pcs  pink and green. the pink umbrella cannot pull out the stick. Informed the seller. Seller is very patience teach how to open it coz maybe it is stuck somewhere. After tried many times with video shown to seller  seller refund back the money and I ordered again the pink Color. Now received and it is in good condition. Thank you seller.,0,0
23843981623,suesusanoh,226918432,1702377527,5,Quality:seems quite good Appearance:colour is nice Performance:quite good  Easy to open up and pull down. Light weighted and compact size. Open up size just nice for one small frame adult. Price really affordable. Hope can last.Thank you.,0,0
23843981623,lovefiea,328130,1704803520,5,Quality:Great Appearance:Aesthetically pleasing Performance:As it should  Seller was very responsive and constantly update the status of the  package. Fast delivery. Item is so cute. Especially so it's in my favourite hue; lilac. Handy for Singapore's weather; both sunny and rainy days. Fit my small sling bag perfectly.,0,0
23843981623,f*****o,58809376,1698282148,5,Appearance:Nice Performance:Good Quality:good  Lovely baby pink colour. Lightweight & compact  able to fit in my small handbag. Should be good to use during sunny weather,0,0
23843981623,l*****z,267341769,1694613470,5,Quality:Good Performance:Good Appearance:Nice  Bought from 2 suppliers at the same time and this is the lightest umbrella but cost a little more $$  anyway it's still worth it. Thank you seller for the prompt delivery ,0,0
23843981623,s*****n,97667598,1698385703,5,Appearance:good Quality:good Performance:good  It’s slightly heavier than I expected but it looks good for the price paid! Thanks for the very affordable UPF 50+ umbrella! Singapore is HOT!,0,0
23843981623,7*****x,426315081,1696940353,5,Appearance:Good Quality:Good Performance:Yet to use  Item well received. Purchase during Flash Deals. Good Buy. Umbrella is lightweight and compact. Look sturdy. Nice Green colour. Prompt delivery.,0,0
23843981623,v*****y,9989670,1703153583,5,Quality:good Performance:good Appearance:accurate color  Very good quality for price paid. Delivery time was average. Big enough for one pax. Light and small enough for any lady bag ,0,0
23843981623,annakuok,725435478,1699481409,5,Really mini umbrella. Good size n can put inside all types of bags. Easy to carry.  Deliver fast. Ordered 8 Nov and received 9 Nov. Bought few times w difference suppliers. This is good deal  $6.09.,0,0
23843981623,yx55rrekcn,1122200583,1702740813,5,Performance:Good Quality:Good Appearance:Good  Very good Mok Tak Teng. Umbrella colour very nice  nice until i can die wow. Size of a palm of a pianist with long fingers play chopin etude  mozart turkish march grade 8 with Royal School of Music.  This one is big enough to perform on stage. Gold colour holder somemore likenpeforming on broadway at New York City. Hooe next time could perform at Madison square at the eve of the New Year  and everyone say Happy New Year!!!,0,0
23843981623,a*****0,155884906,1694699544,5,Performance:good Appearance:gooxmd Quality:good  Very very pleased with purchase. Especially noe with rainy days. Need such small lighg umbrellas in bag for handy use. Will buy as gifts for xmas,0,0
23843981623,r*****y,135732785,1702116273,5,Appearance:cute Quality:good Performance:good  Able to open and close with ease! Size is perfect to fit in small bags. Only can shelter 1 person in the rain tho hahaha,0,0
23843981623,e*****h,95364264,1700913549,5,Performance:yet to expose it to the elements Appearance:nice Quality:nice  Lightweight and can easily fit into the handbag. Hope it will last. Bringing along for my holiday because the weather forecast is expected to have a slight thunderstorm. Hope it will perform well.,0,0
23843981623,14tgie_omx,270182122,1701863265,5,Performance:light weight and easy to fold Appearance:good Quality:very good  Delivered by J&T .received the two umbrellas in good condition.very light and can easily open up and close.highly recommended,0,0
23843981623,hzsee12,226913919,1704177164,5,Performance:haven't try yet Appearance:Good Quality:Nice and look good  Haven't try the product but the texture of the product is nice  The customer support also doing thier job nicely,0,0
23843981623,s*****x,869401,1700722978,5,Quality:nice !! Performance:v good Appearance:the colour i like  it is lightweight and compact as advertised !! very good purchase and believe it could last long,0,0
23843981623,5usan55,715945758,1689499965,4,Quality:yet to test Appearance:good Performance:yet to test  Product looks alright but need to test it out for both sunshine and rainy days to ascertain quality and performance,0,0
23843981623,a*****n,111410503,1694221215,5,Performance:For normal rain only Quality:All 10 umbrellas good integrity and no defects Appearance:Nice colours  Bought for teachers’ day. Want to buy one for self now . Cos really small and compact go put in handbag.,0,0
23843981623,m*****a,571063654,1699790137,5,Ordered on 02/11. Received on 06/11.  Item well received & well wrapped.  I love the size of the umbrella  because it feels really light.   Haven’t tried the umbrella yet so hopefully it can withstand the rain & wind ,0,0
23843981623,edm11,102379670,1699608740,5,Shipping was fast and umbrellas are of good quality! Package was packed nicely as well! Price is decent and will try out the umbrella! Thumbs up to seller!,0,0
23843981623,14tgie_omx,270182122,1702300064,5,Appearance:good Performance:umbrella lightweight and easy to open and fold Quality:very good  This is my repeat buy from this seller.received the two umbrella in good condition.highly recommended,0,0
23843981623,gracd_tanzil,74240900,1699888327,5,Performance:good Appearance:good Quality:good  The umbrella looks nice and small. It feels sturdy. I bought it for my husband who does not like to bring the long and heavy umbrella.,0,0
23843981623,k*****g,154600638,1703821471,5,Appearance:nice Quality:ok Performance:yet to try  Fast delivery. The items came in a plastic wrapper with no bubble wrap. No damage to the items. Hope the brolly is sturdy enough to withstand the strong wind and rain. The colour is nice. Happy with the purchase.,0,0
23843981623,jtay2k,179276689,1697983268,5,Quality:Good n sturdy Appearance:nice Performance:Good  The quality is not bad. The material is thick and inner layer is in black color as so claim as has uv protection,0,0
23843981623,1_uae95enj5ymozefbeg0pr48lze,324764435,1701151487,5,Performance:Good Quality:Good Appearance:Good  Bought 2  pink & purple  will try out later as it’s raining now. Hopefully work well. Happy with the umbrella as it is UV n light weight ,0,0
23843981623,farhanmusman,560847410,1696153632,5,Performance:Good for 1 occupant Quality:Will tell after 1 month use Appearance:nice colour  Very light umbrella like unlike normal umbrella Quite wide and suit for 1 person only..   Will write feedback after blow by wind  under sun and rain.. so far the product 8/10,0,0
23843981623,icelilac,258649815,1696592300,5,Quality:Relatively good quality Performance:Opened umbrella looks sturdy. Have yet to use it though. Hopefully it works well.  Will like to thank the Seller for the fast delivery. The delivery person was very kind to inform me they had delivered the package with a photo showing the item being placed inside my gate. Thank you very much:),0,0
23843981623,m*****y,190855375,1694692392,5,Appearance:8/10 Quality:8/10 Performance:8/10  UV umbrellas are designed to protect you from the harmful effects of the sun's ultraviolet (UV) rays. UV rays can cause skin cancer  premature aging  and other health problems,0,0
23843981623,o2ykrewp6ne26_gv15m3u60y2786,327339576,1697071598,5,Appearance: Quality: Performance:  Highly recommended  Ordered 10.10 Received 11.10 Super good deal at $6.90  Impressive with the quality for this price  Light weight and true to colours,0,0
23843981623,benecia,198339130,1704287418,5,Appearance:nice Performance:yet to use Quality:average  fast delivery. nice and pretty colours.bought pink and light purple. lightweight. uv protection. bought the brolly based on users' good reviews. Hopefully can last long.,0,0
23843981623,lanienayan,299715440,1696230941,5,Appearance:beautiful Quality:looks durable   yet to try Performance:should be ok  Very cute and handy umbrella  delivered earlier unexpectedly Bought this at flash sale   happy with this purchase!,0,0
23843981623,i*****1,34345972,1695528218,5,Appearance:as per description Quality:not tested yet Performance:not tested yet  Got this during the flash sale. If its good  will purchase more for the whole family,0,0
23843981623,prensesi,334175609,1700737623,5,Performance:Great Quality:Lightweight Appearance:White elegance  Beautiful umbrella and the size is just nice to fit into my small handbag without taking too much space. The colour is unique and what’s interesting is that  it comes with UV50. Awesome. TQ seller.,0,0
23843981623,xn3rw4lk_0,438217673,1697849134,5,Quality:good Performance:yet to yry Appearance:nice colour  It is  small  light  easy to open n closed  should be functionable.  ! Will buy again for other colours if it is tested good!,0,0
23843981623,f*****y,35855957,1697798577,5,Quality:good Appearance:pretty colour as per pic  Quite sturdy and there's still a weight so can probably withstand windy weather. Was hoping it could be even smaller in size haha,0,0
23843981623,adelinepangpang,197503758,1700224774,5,Quality:ok Performance:yet to use Appearance:looks good  Yet to try outside the house. Look sturdy and not too small for one person used. The side is good to put in ladies bags. Tks,0,0
23843981623,devmini,274930762,1697688333,5,Received very fast   worth buying   i hope that I can use this umbrella for few months rather than others I used. Good quality. Can recommend to buy,0,0
23843981623,h*****e,166342089,1688945919,5,Rather fast delivery.  Nice purple colour!  Umbrella is rather light and sturdy!  Have not used  so don't know its effectiveness yet.  I would prefer it to be smaller.,0,0
23843981623,96q_xefd6z,800862089,1686233319,5,I have a few umbrellas but wanted to have something small so I can always have it in my purse. It is a very good quality and sturdy umbrella with thick lining. Love my little umbrella,0,0
23843981623,c9k6_2rurl,891116020,1686216247,5,These little umbrellas have a nice weight and are not cheap looking  they're small enough for your purse and have beautiful colors  you wont go wrong with this purchase,0,0
23843981623,jasmq,150632805,1701042306,5,Performance:good Quality:good  Received in good order. Saw good reviews and bot it to replace my old one. Weight is light and can keep in bag conveniently. Quality is good and it’s stable & UV protection. Overall is good for personal use and colour is nice,0,0
23843981623,zussell212,192588926,1696511219,3,Appearance:Colour is nice Performance:Acceptable Quality:Acceptable  Light weight and good size for daily use. Need to try if it can withstand the strong wind and survive during storms.,0,0
23843981623,a*****i,109804435,1696310243,5,Quality:good Appearance:good Performance:good  Very good for the price. A very light weighted umbrella with UV blocking function. Small and portable  able to cover me just nicely.,0,0
23843981623,tan.cindy_77,300425014,1695774096,5,Performance:Good Appearance:Good Quality:Good  Slot into my small bag perfectly. It is very light and sweet colour. With UV protection. Happy with purchase and fast delivery.,0,0
23843981623,y*****a,289565618,1697520377,5,Performance:Great Quality:Good workmanship Appearance:Nice  Overall value for money ..worth buying. Nice colour n sewing. Rain or sunny will do the job . Nice Silver gray colour I'd say,0,0
