itemid,username,userid,ctime,rating,comment,fakeornot,confidence level
11472231251,z6tssdb2c_,534087831,1696257411,5,Best Feature(s):good and very less noise Performance:good Value For Money:good,0,0
11472231251,c*****5,184188812,1679488079,5,Fast delivery  worth the buy  will buy again next time in the future  hopefully for more flash deal,0,0
11472231251,felicialeong12,333608214,1702398220,5,Product took quite a long time to come. Sound is ok but worth it for it's price,0,0
11472231251,a*****e,276454987,1703578397,5,earbuds low-key give me headache when I use but they look and sound not bad,0,0
11472231251,hamzino,898180387,1703981765,5,Performance:quite good. it was recommended by a friend. Value For Money:worth it. Best Feature(s):yeah it's cool.,0,0
11472231251,hajalwnx,489649786,1688295402,5,Best Feature(s):10/10 Value For Money:10/10 Performance:10/10  Good airpod and last very long battery i will definitely buy again,0,0
11472231251,kidnaruto,495603640,1690362370,5,Performance:it's good for the price Value For Money:defi a steal Best Feature(s):it's ui isn't a china woman speaking ,0,0
11472231251,e*****h,291547055,1690890311,5,Value For Money:Nice Performance:Good Best Feature(s):Coolios  Yes like nive bro chj sg khf moufd lopol kiuduokz,0,0
11472231251,f*****e,88354776,1691209115,5,Item is in superb conditions and fast delivery. Happy with the item bought!,0,0
11472231251,heckera,756823755,1684755219,5,Performance:not bad not much bass Best Feature(s):cheap Value For Money:yes,0,0
11472231251,megotbtces,536441632,1689334430,1,Value For Money:no Best Feature(s):sucks Performance:dont buy lol  It stopped working after 1 day  dont buy . The sound also got no bass so the music sounds bad.,0,0
11472231251,n*****2,179177460,1699062714,5,Value For Money:Okay for the amount paid Best Feature(s):Looks like a real airpod Performance:it tends to connect and disconnect,0,0
11472231251,l*****g,53971886,1700287323,1,Useless customer service. They use bots to reply and dont answer any questions. Buy at your own risk.,0,0
11472231251,c*****u,484675063,1680078690,3,Value For Money:ok Performance:fair  not the best sound quality Best Feature(s):none,0,0
11472231251,p6iyczktp8,972896380,1680346463,3,No bass no box.. i bought 5 from different sellers and only one from other seller is good. The rest no bass.. ,0,0
11472231251,ethanphua704,1016691851,1688642266,5,Performance:very good Value For Money:worth it Best Feature(s):music listening,0,0
11472231251,a*****n,283637852,1703763781,5,Best Feature(s):Good Value For Money:Good  Will buy again.,0,0
11472231251,t*****y,324816366,1697353642,5,Bought it to replace the current set. Good. Working well and batt lasting,0,0
11472231251,n*****2,1079071203,1698767673,5,Performance:seems legit Value For Money:8/10 Best Feature(s):almost legit  Good,0,0
11472231251,iwantrij,260036913,1700056331,4,Performance:ok Value For Money:ok  sadly no box given,0,0
11472231251,jasmineknight,59480476,1702577379,5,Hi seller received in good condition nice thanks,0,0
11472231251,koorikannan527,1047546778,1698477247,4,Performance:good Value For Money:yes Best Feature(s):yes  Good condition,0,0
11472231251,kael2134,305081419,1703052748,5,Performance:good Value For Money:good Best Feature(s):sound quality is good,0,0
11472231251,s*****z,235573423,1697722784,5,Value For Money:good Best Feature(s):good Performance:good  Good,0,0
